Tanggal,Toko,penjualanDebit,penjualanKredit,uangMasukDebit,uangMasukKredit,[CREDIT] UNMAPPED_1000.02.05,[CREDIT] UNMAPPED_2002.08,[CREDIT] UNMAPPED_4000.100,[CREDIT] UNMAPPED_6000.01.13,[CREDIT] admin_bank,[CREDIT] admin_merchant,[CREDIT] balancing_misc,[CREDIT] balancing_rounding,[CREDIT] discount,[CREDIT] payment_cash,[CREDIT] payment_credit_bca,[CREDIT] payment_gobiz,[CREDIT] payment_transfer,[CREDIT] sales_bar,[CREDIT] sales_beans,[CREDIT] sales_bundling,[CREDIT] sales_inventory,[CREDIT] sales_konsinyasi,[CREDIT] service_charge,[CREDIT] tax,[DEBIT] UNMAPPED_1000.02.03,[DEBIT] UNMAPPED_1000.02.05,[DEBIT] UNMAPPED_1102.01,[DEBIT] UNMAPPED_1109.02.01,[DEBIT] UNMAPPED_4000.91,[DEBIT] admin_bank,[DEBIT] admin_merchant,[DEBIT] balancing_misc,[DEBIT] balancing_rounding,[DEBIT] discount,[DEBIT] payment_academy_100_vouc,[DEBIT] payment_academy_50_vouch,[DEBIT] payment_cash,[DEBIT] payment_cl_upperwest,[DEBIT] payment_credit_bca,[DEBIT] payment_go_dine_in_vou,[DEBIT] payment_gobiz,[DEBIT] payment_ovo,[DEBIT] payment_strada_gift_vou,[DEBIT] payment_strada_reward,[DEBIT] payment_transfer,[DEBIT] payment_voucher_ckt_50_0,[DEBIT] payment_voucher_florist,[DEBIT] payment_voucher_harris_p,[DEBIT] payment_voucher_justyoga,[DEBIT] payment_voucher_padel_sp,[DEBIT] payment_voucher_timezone,[DEBIT] payment_voucher_workshop,[DEBIT] payment_workshop_sms_voucher,[DEBIT] sales_bar,[DEBIT] sales_beans
2025-09-04,LA.PIAZZA,0,0,14466830,14466830,0,0,0,0,0,0,0,0,0,0,14377730,89100,0,0,0,0,0,0,0,0,0,0,0,0,0,146836.07,49660,0,0,0,0,0,0,0,0,0,0,0,0,0,14270333.93,0,0,0,0,0,0,0,0,0,0
2025-09-03,SMS,373340,373340,295740,295740,0,0,0,0,0,0,0,0,0,0,295740,0,0,338000,0,0,0,0,11400,23940,0,268241.58,0,0,0,1538.42,25960,0,0,0,0,0,0,0,373340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-03,MKG,757080,757080,350635,350635,0,0,0,0,0,0,0,0,0,0,350635,0,0,674000,0,0,0,0,26800,56280,0,0,0,0,0,2784.97,0,0,0,0,0,0,0,0,757080,0,0,0,0,0,347850.03,0,0,0,0,0,0,0,0,0,0
2025-09-03,LA.PIAZZA,14691255,14691255,11059360,11059360,0,0,0,0,0,0,0,0,0,0,10865760,193600,0,7155515.15,834000,4714303.03,50000,97000,587140.91,1253295.91,0,0,0,0,0,87163.52,64700,0,0,54000,0,0,0,0,14377730,0,89100,0,0,70425,10907496.48,0,0,100000,0,0,0,0,0,0,0
2025-09-02,SMS,295740,295740,584430,584430,0,0,0,0,0,0,0,0,0,0,584430,0,0,272800,0,0,0,0,7400,15540,0,578952.04,0,0,0,5477.96,0,0,0,0,0,0,0,0,295740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-02,MKG,350635,350635,808500,808500,0,0,0,0,0,0,0,0,0,0,808500,0,0,317000,0,0,0,0,10850,22785,0,0,0,0,0,7058.86,0,0,0,0,0,0,0,0,350635,0,0,0,0,0,801441.14,0,0,0,0,0,0,0,0,0,0
2025-09-02,LA.PIAZZA,11147360,11147360,10515130,10515130,0,0,0,0,0,0,0,0,0,0,10279830,235300,0,5629000,740000,3186000,210000,28000,432100,922260,0,0,0,0,0,70581.63,100782,0,0,88000,0,0,0,0,10865760,0,193600,0,0,0,10343766.37,0,0,0,0,0,0,0,0,0,0
2025-09-01,SMS,584430,584430,942960,942960,0,0,0,0,0,0,0,0,0,0,942960,0,0,506000,0,0,0,0,25300,53130,0,861290.47,0,0,0,22149.53,0,0,0,0,0,0,0,0,584430,0,0,0,0,0,59520,0,0,0,0,0,0,0,0,0,0
2025-09-01,MKG,808500,808500,1590960,1590960,0,0,0,0,0,0,0,0,0,0,1590960,0,0,700000,0,0,0,0,35000,73500,0,0,0,0,0,12220.77,0,0,0,0,0,0,0,0,808500,0,0,0,0,0,1578739.23,0,0,0,0,0,0,0,0,0,0
2025-09-01,LA.PIAZZA,10906980,10906980.000000002,15993415,15993415,0,0,0,0,0,0,0,0,0,159390,15600825,233200,0,5574000,570000,3102606.06,90000,213000,425830.3,931543.64,0,0,0,0,0,149695.83,163300,0,0,191850,0,0,0,0,10279830,0,235300,0,0,0,15680419.17,0,0,200000,0,0,0,0,0,0,0
2025-08-31,SMS,942960,942960,1422775,1422775,0,0,0,0,0,0,0,0,0,0,1422775,0,0,826400,0,0,0,0,37600,78960,0,1398074.68,0,0,0,9780.32,14920,0,0,0,0,0,0,0,942960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-31,MKG,1596210,1596210,2215930,2215930,0,0,0,0,0,0,0,0,0,0,2215930,0,0,1382000,0,0,0,0,69100,145110,0,0,0,0,0,18951.87,0,0,0,5250,0,0,0,0,1590960,0,0,0,0,0,2196978.13,0,0,0,0,0,0,0,0,0,0
2025-08-31,LA.PIAZZA,16520720,16520720,26436150,26436150,0,0,0,0,0,0,0.3,0,0,0,26436150,0,0,8324000,800000,4236606.06,630000,541000,617230,1371883.64,0,0,0,0,0,200458.95,94600,0,0,107400,187780,0,159390,0,15600825,0,233200,0,0,232125,26141091.05,0,0,0,0,0,0,0,0,0,0
2025-08-30,SMS,1422775,1422775,747720,747720,0,0,0,0,0,0,0,0,0,0,747720,0,0,1254600,0,0,0,0,54250,113925,0,668013.9,0,0,0,21146.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58560,0,0,0,0,0,0,0,0,1422775,0
2025-08-30,MKG,2215930,2215930,1199165,1199165,0,0,0,0,0,0,0,0,0,0,1199165,0,0,1936000,0,0,0,0,90300,189630,0,0,0,0,0,13882.38,0,0,0,0,0,0,0,0,2215930,0,0,0,0,0,1185282.62,0,0,0,0,0,0,0,0,0,0
2025-08-30,LA.PIAZZA,26912000,26912000,17259965,17259965,0,0,0,0,0,0,0.01,0,0,0,16761765,498200,0,14651090.9,788000,7420303.03,80000,498000,1106969.7,2367636.36,0,0,0,0,0,156363.21,149702,0,0,195600,0,0,0,0,26436150,0,0,0,0,80250,16953899.79,0,0,200000,0,0,0,0,0,0,0
2025-08-29,SMS,747720,747720,585585,585585,0,0,0,0,0,0,0,0,0,0,585585,0,0,657200,0,0,0,0,29200,61320,0,581930.59,0,0,0,3654.41,0,0,0,0,0,0,0,0,747720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-29,MKG,1199165,1199165,629741,629741,0,0,0,0,0,0,0,0,0,0,629741,0,0,1084000,0,0,0,0,37150,78015,0,0,0,0,0,4408.18,0,0,0,0,0,0,0,0,1199165,0,0,0,0,0,625332.82,0,0,0,0,0,0,0,0,0,0
2025-08-29,LA.PIAZZA,17350715,17350715,19549485,19549485,0,0,0,0,0,0,0,0,0,0,19363585,185900,0,9408666.66,718000,4488606.06,180000,381000,683513.64,1490928.64,0,0,0,0,0,189716.31,35800,0,0,33000,0,0,0,0,16761765,0,498200,0,0,57750,19323968.69,0,0,0,0,0,0,0,0,0,0
2025-08-28,SMS,585585,585585,546975,546975,0,0,0,0,0,0,0,0,0,0,426975,120000,0,507000,0,0,0,0,25350,53235,0,467950.67,0,0,0,2424.33,35320,0,0,0,0,0,0,0,585585,0,0,0,0,0,41280,0,0,0,0,0,0,0,0,0,0
2025-08-28,MKG,629741,629741,872695,872695,0,0,0,0,0,0,0.35,0,0,0,872695,0,0,545230,0,0,0,0,27261.5,57249.15,0,0,0,0,0,6243.99,0,0,0,0,0,0,0,0,629741,0,0,0,0,0,866451.01,0,0,0,0,0,0,0,0,0,0
2025-08-28,LA.PIAZZA,20543220,20543220.000000004,11593970,11593970,0,0,0,0,0,0,0,0,0,0,11546670,47300,0,10718606.06,210000,6416000,339000,189000,857730.3,1812883.64,0,0,0,0,0,113962.57,26320,0,0,353250,0,0,0,0,19363585,0,185900,0,0,20250,11453687.43,0,0,0,0,0,0,620235,0,0,0
2025-08-27,SMS,546975,546975,334950,334950,0,0,0,0,0,0,0,0,0,0,334950,0,0,496600,0,0,0,0,16250,34125,0,332080.33,0,0,0,2869.67,0,0,0,0,0,0,0,0,546975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-27,MKG,872695,872695,480480,480480,0,0,0,0,0,0,0,0,0,0,480480,0,0,769000,0,0,0,0,33450,70245,0,0,0,0,0,5413.68,0,0,0,0,0,0,0,0,872695,0,0,0,0,0,475066.32,0,0,0,0,0,0,0,0,0,0
2025-08-27,LA.PIAZZA,11771270,11771270.000000002,12756665,12756665,0,0,0,0,0,0,0,0,0,0,12756665,0,0,6660121.21,110000,3289303.03,100000,66000,494821.21,1051024.55,0,0,0,0,0,134512.59,118280,0,0,177300,0,0,0,0,11546670,0,47300,0,0,0,12503872.41,0,0,0,0,0,0,0,0,0,0
2025-08-26,SMS,334950,334950,419265,419265,0,0,0,0,0,0,0,0,0,0,419265,0,0,290000,0,0,0,0,14500,30450,0,415805.12,0,0,0,3459.88,0,0,0,0,0,0,0,0,334950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-26,MKG,516285,516285,579810,579810,0,0,0,0,0,0,0,0,0,0,579810,0,0,447000,0,0,0,0,22350,46935,0,0,0,0,0,3836.31,0,0,0,0,0,0,0,0,480480,0,0,0,0,35805,575973.69,0,0,0,0,0,0,0,0,0,0
2025-08-26,LA.PIAZZA,12806465.01,12806465.010000002,9835440,9835440,0,0,0,0,0,0,0,0,0,0,9678140,157300,0,6983731.61,486000,3687303.03,0,33000,507751.73,1108678.64,0,0,0,0,0,70351.26,101680,0.01,0,49800,0,0,0,0,12756665,0,0,0,0,0,9663408.74,0,0,0,0,0,0,0,0,0,0
2025-08-25,SMS,419265,419265,1655625,1655625,0,0,0,0,0,0,0,0,0,0,1655625,0,0,363000,0,0,0,0,18150,38115,0,1599946.43,0,0,0,11278.57,13600,0,0,0,0,0,0,0,419265,0,0,0,0,0,30800,0,0,0,0,0,0,0,0,0,0
2025-08-25,MKG,679810,679810,2610300,2610300,0,0,0,0,0,0,0,0,0,0,0,0,0,3212300,0,0,0,0,25100,52710,0,0,0,0,0,19292.23,0,0,0,0,0,0,100000,0,579810,0,0,0,0,0,2591007.77,0,0,0,0,0,0,0,0,0,0
2025-08-25,LA.PIAZZA,9955215,9955215,22937705,22937705,0,0,0,0,0,0,0,0,0,0,22548305,389400,0,5427727.27,225000,2864606.06,150000,36000,392316.67,859565,0,0,0,0,0,214741.5,76780,0,0,67800,0,0,0,0,9678140,0,157300,0,0,51975,22646183.5,0,0,0,0,0,0,0,0,0,0
2025-08-24,SMS,1655625,1655625,2084580,2084580,0,0,0,0,0,0,0,0,0,0,2084580,0,0,1439400,0,0,0,0,69750,146475,0,1920403.78,0,0,0,15376.22,21520,0,0,0,0,0,0,0,0,0,0,0,0,0,127280,0,0,0,0,0,0,0,0,1655625,0
2025-08-24,MKG,2750725,2750725,2328162,2328162,0,0,0,0,0,0,0,0,0,0,2328162,0,0,2395000,0,0,0,0,114750,240975,0,0,0,0,0,17850.73,0,0,0,0,0,0,140425,0,2610300,0,0,0,0,0,2310311.27,0,0,0,0,0,0,0,0,0,0
2025-08-24,LA.PIAZZA,23055305,23055305.000000004,28324440,28324440,0,0,0,0,0,0,0.01,0,0,0,28240840,83600,0,13433727.26,400000,5819909.09,150000,250000,955731.82,2045936.82,0,0,0,0,0,230017.69,56260,0,0,117600,0,0,0,0,22548305,0,389400,0,0,0,28038162.31,0,0,0,0,0,0,0,0,0,0
2025-08-23,SMS,2084580,2084580,517320,517320,0,0,0,0,0,0,0,0,0,0,397320,120000,0,1824800,0,0,0,0,83800,175980,0,489742.04,0,0,0,2577.96,25000,0,0,0,0,0,0,0,2084580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-23,MKG,2387037,2387037,988697,988697,0,0,0,0,0,0,0.7,0,0,0,988697,0,0,2081460,0,0,0,0,98573,207003.3,0,0,0,0,0,9342.05,0,0,0,18450,0,0,40425,0,2328162,0,0,0,0,0,979354.95,0,0,0,0,0,0,0,0,0,0
2025-08-23,LA.PIAZZA,28648540,28648540.000000004,18439505,18439505,0,0,0,0,0,0,0.01,0,0,0,18303105,136400,0,17356727.26,796000,6226606.06,50000,510000,1193066.67,2516140,0,0,0,0,0,164493.41,66060,0,0,74100,0,50000,0,0,28240840,0,83600,0,0,0,18208951.59,0,0,200000,0,0,0,0,0,0,0
2025-08-22,SMS,517320,517320,330330,330330,0,0,0,0,0,0,0,0,0,0,330330,0,0,397000,0,67000,0,0,17200,36120,0,327466.56,0,0,0,2863.44,0,0,0,0,0,0,0,0,397320,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-22,MKG,988697,988697,604331,604331,0,0,0,0,0,0,1,0,0,0,604331,0,0,873460,0,0,0,0,37173,78063,0,0,0,0,0,4525.3,0,0,0,0,0,0,0,0,988697,0,0,0,0,0,599805.7,0,0,0,0,0,0,0,0,0,0
2025-08-22,LA.PIAZZA,18571255,18571255.000000004,10487290,10487290,0,0,0,0,0,0,0,0,0,0,10392690,94600,0,10078848.48,486000,5094000,110000,400000,768292.42,1634114.1,0,0,0,0,0,90186.89,48340,0,0,78600,0,0,0,0,18303105,0,136400,0,0,53150,10348763.11,0,0,0,0,0,0,0,0,0,0
2025-08-21,SMS,330330,330330,1072995,1072995,0,0,0,0,0,0,0,0,0,0,1072995,0,0,286000,0,0,0,0,14300,30030,0,1063200.62,0,0,0,9794.38,0,0,0,0,0,0,0,0,330330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-21,MKG,604331,604331,463421,463421,0,0,0,0,0,0,0.35,0,0,0,463421,0,0,523230,0,0,0,0,26161.5,54939.15,0,0,0,0,0,5252.6,0,0,0,0,0,0,0,0,604331,0,0,0,0,0,458168.4,0,0,0,0,0,0,0,0,0,0
2025-08-21,LA.PIAZZA,10788790,10788789.999999998,15336530,15336530,0,0,0,0,0,0,0.01,0,0,0,15213330,123200,0,5861030.3,0,3144212.12,400000,0,439112.12,944435.45,0,0,0,0,0,168973.66,57280,0,0,33150,0,0,0,0,10392690,0,94600,0,0,268350,15110276.34,0,0,0,0,0,0,0,0,0,0
2025-08-20,SMS,1072995,1072995,494340,494340,0,0,0,0,0,0,0,0,0,0,494340,0,0,929000,0,0,0,0,46450,97545,0,491953.2,0,0,0,2386.8,0,0,0,0,0,0,0,0,1072995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-20,MKG,463421,463421,751032,751032,0,0,0,0,0,0,0.35,0,0,0,751032,0,0,401230,0,0,0,0,20061.5,42129.15,0,0,0,0,0,9225.3,0,0,0,0,0,0,0,0,463421,0,0,0,0,0,741806.7,0,0,0,0,0,0,0,0,0,0
2025-08-20,LA.PIAZZA,15904085.01,15904085.01,9238785,9238785,0,0,0,0,0,0,0,0,0,105105,9042380,91300,0,7903805.2,1326000,4328000,100000,316000,614090.26,1316189.55,0,0,0,0,0,80198.8,99220,250.01,0,31500,0,0,0,0,15213330,0,123200,0,0,35805,9559366.2,0,0,0,0,0,0,0,0,0,0
2025-08-19,SMS,494340,494340,758835,758835,0,0,0,0,0,0,0,0,0,0,758835,0,0,428000,0,0,0,0,21400,44940,0,754208.08,0,0,0,4626.92,0,0,0,0,0,0,0,0,494340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-19,MKG,751032,751032,1570710,1570710,0,0,0,0,0,0,0,0,0,0,1570710,0,0,667690,0,0,0,0,26884.5,56457.5,0,0,0,0,0,13233.94,0,0,0,0,0,0,0,0,751032,0,0,0,0,0,1557476.06,0,0,0,0,0,0,0,0,0,0
2025-08-19,LA.PIAZZA,9318435,9318435,28228154,28228154,0,0,0,0,0,0,0,0,0,0,28228154,0,0,4968606.06,0,2983000,90000,60000,377880.3,838948.64,0,0,0,0,0,329955.56,41060,0,0,79650,0,0,105105,0,9042380,0,91300,0,0,0,27857138.44,0,0,0,0,0,0,0,0,0,0
2025-08-18,SMS,758835,758835,2063425,2063425,0,0,0,0,0,0,0,0,0,0,0,0,0,2720425,0,0,0,0,32850,68985,0,2042840.39,0,0,0,20584.61,0,0,0,0,0,0,0,0,758835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-18,MKG,1575960,1575960,1736497,1736497,0,0,0,0,0,0,8.7,0,0,73920,1662577,0,0,1364460,0,0,0,0,68223,143268.3,0,0,0,0,0,12273.17,0,0,0,5250,0,0,0,0,1570710,0,0,0,0,0,1724223.83,0,0,0,0,0,0,0,0,0,0
2025-08-18,LA.PIAZZA,17476315.45,17476315.45,17079759.53,17079759.529999997,0,0,0,0,117315.47,150289.06,0.45,0,0,0,16759355,52800,0,10225636.36,65000,4352303.03,230000,327000,735346.97,1541028.64,0,0,0,0,0,0,0,0,0,278895.45,0,0,0,0,17042370,0,0,0,0,155050,17079759.53,0,0,0,0,0,0,0,0,0,0
2025-08-17,SMS,2557825,2557825,2836515,2836515,0,0,0,0,0,0,0,0,0,0,2836515,0,0,2335400,0,0,0,0,71750,150675,0,2807826,0,0,0,28689,0,0,0,0,0,0,0,0,2557825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-17,MKG,1736497,1736497,2949693,2949693,0,0,0,0,0,0,0.7,0,0,0,2949693,0,0,1503460,0,0,0,0,75173,157863.3,0,0,0,0,0,25789.78,0,0,0,0,0,0,73920,0,1662577,0,0,0,0,0,2923903.22,0,0,0,0,0,0,0,0,0,0
2025-08-17,LA.PIAZZA,27529429.99,27529429.990000002,20938275,20938275,0,0,0,0,0,0,96000,0,0,0,20776275,66000,0,15774121.2,605000,6759515.15,180000,624000,1155481.82,2431311.82,0,0,0,0,0,203651.42,24220,0.08,0,236790.91,0,0,0,0,27146639,0,52800,0,0,93200,20710403.58,0,0,0,0,0,0,0,0,0,0
2025-08-16,SMS,3038940,3038940,740630,740630,0,0,0,0,0,0,0,0,0,40425,0,0,0,3411630,0,0,0,0,105650,221865,0,735445.6,0,0,0,5184.4,0,0,0,42000,0,0,0,0,2956515,0,0,0,0,0,40425,0,0,0,0,0,0,0,0,0,0
2025-08-16,MKG,2990118,2990118,853545,853545,0,0,0,0,0,0,0.4,0,0,0,853545,0,0,2651920,0,0,0,0,109096,229101.6,0,0,0,0,0,4895.46,0,0,0,0,0,0,40425,0,2949693,0,0,0,0,0,848649.54,0,0,0,0,0,0,0,0,0,0
2025-08-16,LA.PIAZZA,20893275,20893275,14275800,14275800,0,0,0,0,0,0,225001,0,0,0,13953999,96800,0,11950064.94,985000,4601212.12,450000,301000,837063.85,1768934.09,0,0,0,0,0,144966.93,42260,0,0,51000,0,0,0,0,20776275,0,66000,0,0,0,14088573.07,0,0,0,0,0,0,0,0,0,0
2025-08-15,SMS,740630,740630,992100,992100,0,0,0,0,0,0,0,0,0,0,992100,0,0,656000,0,0,0,0,27300,57330,0,983603.46,0,0,0,8496.54,0,0,0,0,0,0,0,0,740630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-15,MKG,853545,853545,1350750,1350750,0,0,0,0,0,0,0,0,0,0,1350750,0,0,739000,0,0,0,0,36950,77595,0,0,0,0,0,10061.44,0,0,0,0,0,0,0,0,853545,0,0,0,0,0,1340688.56,0,0,0,0,0,0,0,0,0,0
2025-08-15,LA.PIAZZA,15204455,15204454.999999998,9396975,9396975,0,0,0,0,0,0,0,0,0,0,9396975,0,0,8494047.62,870000,3693909.09,90000,162000,607947.84,1286550.45,0,0,0,191255,0,85708.18,29700,0,0,77400,0,0,0,0,14179000,0,96800,0,0,0,9941566.82,0,0,0,0,0,0,0,0,0,0
2025-08-14,SMS,992100,992100,287595,287595,0,0,0,0,0,0,0,0,0,0,287595,0,0,896000,0,0,0,0,31000,65100,0,284636.19,0,0,0,2958.81,0,0,0,0,0,0,0,0,992100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-14,MKG,1350750,1350750,796450,796450,0,0,0,0,0,0,0,0,0,0,796450,0,0,1188000,0,0,0,0,52500,110250,0,0,0,0,0,5575.15,0,0,0,0,0,0,0,0,1350750,0,0,0,0,0,790874.85,0,0,0,0,0,0,0,0,0,0
2025-08-14,LA.PIAZZA,9564375,9564375,11384890,11384890,0,0,0,0,0,0,450000,0,0,0,10934890,0,0,5317000,210000,2533000,0,282000,399850,822525,0,0,0,0,0,123951.36,0,0,0,167400,0,0,0,0,9396975,0,0,0,0,0,11260938.64,0,0,0,0,0,0,0,0,0,0
2025-08-13,SMS,287595,287595,723030,723030,0,0,0,0,0,0,0,0,0,0,723030,0,0,249000,0,0,0,0,12450,26145,0,718642.16,0,0,0,4387.84,0,0,0,0,0,0,0,0,287595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-13,MKG,796450,796450,977679,977679,0,0,0,0,0,0,0,0,0,0,977679,0,0,705000,0,0,0,0,29500,61950,0,0,0,0,0,7397.02,0,0,0,0,0,0,0,0,796450,0,0,0,0,0,970281.98,0,0,0,0,0,0,0,0,0,0
2025-08-13,LA.PIAZZA,11516290.01,11516290.01,8118410,8118410,0,0,0,0,0,0,0,0,0,0,7963310,155100,0,6052610.4,451000,3304000,0,234000,479530.52,995149.09,0,0,0,0,0,96983.19,38020,0.01,0,131400,0,0,0,0,11384890,0,0,0,0,0,7983406.81,0,0,0,0,0,0,0,0,0,0
2025-08-12,SMS,723030,723030,241395,241395,0,0,0,0,0,0,0,0,0,0,241395,0,0,626000,0,0,0,0,31300,65730,0,239705.24,0,0,0,1689.76,0,0,0,0,0,0,0,0,723030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-12,MKG,0,0,869146,869146,0,0,0,0,0,0,0,0,0,0,869146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7206.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861939.99,0,0,0,0,0,0,0,0,0,0
2025-08-12,LA.PIAZZA,8174510,8174510,9918475,9918475,0,0,0,0,0,0,0,0,0,0,9604975,313500,0,4232000,276000,2260000,0,364000,334200,708310,0,0,0,0,0,104067.25,96180,0,0,56100,0,0,0,0,7963310,0,155100,0,0,0,9718227.75,0,0,0,0,0,0,0,0,0,0
2025-08-11,SMS,241395,241395,2230625,2230625,0,0,0,0,0,0,0,0,0,0,2230625,0,0,209000,0,0,0,0,10450,21945,0,2212338.76,0,0,0,18286.24,0,0,0,0,0,0,0,0,241395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-11,MKG,869146,869146,2167335,2167335,0,0,0,0,0,0,0.35,0,0,0,2167335,0,0,761230,0,0,0,0,34811.5,73104.15,0,0,0,0,0,16720.2,0,0,0,0,0,0,0,0,869146,0,0,0,0,0,2150614.8,0,0,0,0,0,0,0,0,0,0
2025-08-11,LA.PIAZZA,9993775,9993775,20367175,20367175,0,0,0,0,0,0,0,0,0,100000,20057075,210100,0,4840000,110000,3611000,110000,28000,406250,888525,0,0,0,0,0,163080.33,55380,0,0,75300,0,0,0,0,9604975,0,313500,0,0,0,20148714.67,0,0,0,0,0,0,0,0,0,0
2025-08-10,SMS,2230625,2230625,1931765,1931765,0,0,0,0,0,0,0,0,0,0,1931765,0,0,1940000,0,0,0,0,93750,196875,0,1914655.03,0,0,0,17109.97,0,0,0,0,0,0,0,0,2230625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-10,MKG,2167335,2167335,3044495,3044495,0,0,0,0,0,0,0,0,0,0,3044495,0,0,1895000,0,0,0,0,87850,184485,0,0,0,0,0,23838.09,0,0,0,0,0,0,0,0,2167335,0,0,0,0,0,3020656.91,0,0,0,0,0,0,0,0,0,0
2025-08-10,LA.PIAZZA,20406925,20406925,28773035,28773035,0,0,0,0,0,0,0,0,0,0,28725735,47300,0,12116000,330000,4835000,110000,344000,856750,1815175,0,0,0,0,0,262953.15,16420,0,0,39750,0,0,100000,0,20057075,0,210100,0,0,0,28493661.85,0,0,0,0,0,0,0,0,0,0
2025-08-09,SMS,1931765,1931765,693595,693595,0,0,0,0,0,0,0,0,0,0,693595,0,0,1736000,0,0,0,0,63150,132615,0,688739.84,0,0,0,4855.16,0,0,0,0,0,0,0,0,1931765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-09,MKG,3125345.25,3125345.25,1209840,1209840,0,0,0,0,0,0,0,0,0,40425,1209840,0,0,2747150,0,0,0,0,108957.5,228812.75,0,0,0,0,0,9414.33,0,0.25,0,0,0,0,40425,0,3044495,0,0,0,0,0,1240850.67,0,0,0,0,0,0,0,0,0,0
2025-08-09,LA.PIAZZA,29039740,29039740,16631795,16631795,0,0,0,0,0,0,0,0,0,0,16371795,260000,0,15739000,1206000,7955000,0,408000,1201400,2530340,0,0,0,0,0,146818.7,48273,0,0,96000,0,0,47355,0,28725735,0,47300,0,0,123350,16436703.3,0,0,0,0,0,0,0,0,0,0
2025-08-08,SMS,693595,693595,371910,371910,0,0,0,0,0,0,0,0,0,0,371910,0,0,624000,0,0,0,0,22450,47145,0,368781.61,0,0,0,3128.39,0,0,0,0,0,0,0,0,693595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-08,MKG,1209840,1209840,548891,548891,0,0,0,0,0,0,0,0,0,0,548891,0,0,1066000,0,0,0,0,46400,97440,0,0,0,0,0,4126.36,0,0,0,0,0,0,0,0,1209840,0,0,0,0,0,544764.64,0,0,0,0,0,0,0,0,0,0
2025-08-08,LA.PIAZZA,28116000,28116000,0,0,0,0,0,0,0,0,0,0,0,0,11074875,154000,0,8623000,746000,5001000,0,351000,698750,1467375,0,0,0,0,0,109139.24,46500,0,0,75150,0,0,0,0,16371795,0,260000,0,0,0,11073235.76,0,0,180180,0,0,0,0,0,0,0
2025-08-07,SMS,371910,371910,642180,642180,0,0,0,0,0,0,0,0,0,0,642180,0,0,322000,0,0,0,0,16100,33810,0,638377.17,0,0,0,3802.83,0,0,0,0,0,0,0,0,371910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-07,MKG,548891,548891,235886,235886,0,0,0,0,0,0,0.35,0,0,0,235886,0,0,475230,0,0,0,0,23761.5,49899.15,0,0,0,0,0,1293.99,0,0,0,0,0,0,0,0,548891,0,0,0,0,0,234592.01,0,0,0,0,0,0,0,0,0,0
2025-08-07,LA.PIAZZA,22150095,22150095,0,0,0,0,0,0,0,0,800,0,0,0,10563570,162800,0,5140000,701000,3924000,50000,186000,451750,970175,0,0,0,0,0,96922.92,54040,0,0,86850,0,0,0,0,11074875,0,154000,0,0,108000,10575407.08,0,0,0,0,0,0,0,0,0,0
2025-08-06,SMS,642180,642180,1037745,1037745,0,0,0,0,0,0,0,0,0,0,1037745,0,0,556000,0,0,0,0,27800,58380,0,1029550.07,0,0,0,8194.93,0,0,0,0,0,0,0,0,642180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-06,MKG,235886,235886,567152,567152,0,0,0,0,0,0,0.35,0,0,0,567152,0,0,204230,0,0,0,0,10211.5,21444.15,0,0,0,0,0,4258.57,0,0,0,0,0,0,0,0,235886,0,0,0,0,0,562893.43,0,0,0,0,0,0,0,0,0,0
